CommonName,ZSampleID,SurveyID,SampleDate,Survey,Comments.x,Station,Temp,TopEC,BottomEC,Secchi,Turbidity,Comments.y,Station20mm,Dilution,ZooCode,MeterStart,MeterEnd,totCount,totcells,totCountall,atotal,volume,CPUE,LCDtax,Year
barnacle nauplii,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,11,302413,322196,1,1,169,20,8.878205855,2.252707397,BARNNAUP,2004
Bosmina,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,61,302413,322196,16,1,169,320,8.878205855,36.04331835,BOSMINA,2004
calanoid copepodid,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,40,302413,322196,36,1,169,720,8.878205855,81.09746628,CALJUV,2004
copepod nauplii,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,12,302413,322196,23,1,169,460,8.878205855,51.81227012,COPNAUP,2004
cyclopoid copepodid,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,20,302413,322196,32,1,169,640,8.878205855,72.08663669,CYCJUV,2004
Eurytemora copepodid,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,41,302413,322196,25,1,169,500,8.878205855,56.31768492,EURYJUV,2004
Eurytemora spp.,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,34,302413,322196,3,1,169,60,8.878205855,6.75812219,EURYTEM,2004
Harpacticoids,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,59,302413,322196,5,1,169,100,8.878205855,11.26353698,HARPACT,2004
Limnoithona spp.,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,24,302413,322196,3,1,169,60,8.878205855,6.75812219,LIMNOSPP,2004
Other cyclopoid,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,29,302413,322196,1,1,169,20,8.878205855,2.252707397,OTHCYCAD,2004
Pseudodiaptomus copepodid,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,42,302413,322196,5,1,169,100,8.878205855,11.26353698,PDIAPJUV,2004
Sinocalanus,508 2004-04-28,459,4/28/2004,3,NA,508,18.1,2904,7120,41,NA,NA,508,20,35,302413,322196,6,1,169,120,8.878205855,13.51624438,SINOCAL,2004
Acanthocyclops,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,21,631178,650601,4,2,693,90,8.716645217,10.32507321,AVERNAL,2004
Acartiella,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,37,631178,650601,73,2,693,1642.5,8.716645217,188.4325861,ACARTELA,2004
barnacle nauplii,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,11,631178,650601,1,2,693,22.5,8.716645217,2.581268302,BARNNAUP,2004
Bosmina,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,61,631178,650601,1,2,693,22.5,8.716645217,2.581268302,BOSMINA,2004
calanoid copepodid,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,40,631178,650601,143,2,693,3217.5,8.716645217,369.1213672,CALJUV,2004
copepod nauplii,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,12,631178,650601,6,2,693,135,8.716645217,15.48760981,COPNAUP,2004
cyclopoid copepodid,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,20,631178,650601,2,2,693,45,8.716645217,5.162536604,CYCJUV,2004
Eurytemora copepodid,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,41,631178,650601,5,2,693,112.5,8.716645217,12.90634151,EURYJUV,2004
Eurytemora spp.,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,34,631178,650601,22,2,693,495,8.716645217,56.78790265,EURYTEM,2004
Harpacticoids,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,59,631178,650601,2,2,693,45,8.716645217,5.162536604,HARPACT,2004
Limnoithona spp.,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,24,631178,650601,6,2,693,135,8.716645217,15.48760981,LIMNOSPP,2004
Other cyclopoid,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,29,631178,650601,1,2,693,22.5,8.716645217,2.581268302,OTHCYCAD,2004
Pseudodiaptomus copepodid,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,42,631178,650601,77,2,693,1732.5,8.716645217,198.7576593,PDIAPJUV,2004
Pseudodiaptomus spp.,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,33,631178,650601,111,2,693,2497.5,8.716645217,286.5207815,OTHCALAD,2004
Sinocalanus,508 2004-05-12,464,5/12/2004,4,NA,508,18.8,2053,3890,30,NA,NA,508,45,35,631178,650601,239,2,693,5377.5,8.716645217,616.9231242,SINOCAL,2004
Acartiella,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,37,874056,893071,13,1,132,260,8.53354316,30.46800082,ACARTELA,2004
barnacle nauplii,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,11,874056,893071,4,1,132,80,8.53354316,9.374769483,BARNNAUP,2004
calanoid copepodid,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,40,874056,893071,9,1,132,180,8.53354316,21.09323134,CALJUV,2004
copepod nauplii,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,12,874056,893071,8,1,132,160,8.53354316,18.74953897,COPNAUP,2004
cyclopoid copepodid,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,20,874056,893071,9,1,132,180,8.53354316,21.09323134,CYCJUV,2004
Harpacticoids,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,59,874056,893071,1,1,132,20,8.53354316,2.343692371,HARPACT,2004
Pseudodiaptomus copepodid,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,42,874056,893071,13,1,132,260,8.53354316,30.46800082,PDIAPJUV,2004
Pseudodiaptomus spp.,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,33,874056,893071,44,1,132,880,8.53354316,103.1224643,OTHCALAD,2004
Sinocalanus,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,35,874056,893071,30,1,132,600,8.53354316,70.31077112,SINOCAL,2004
Tortanus,508 2004-05-26,469,5/26/2004,5,NA,508,18.7,3278,5360,31,NA,NA,508,20,38,874056,893071,1,1,132,20,8.53354316,2.343692371,TORTANUS,2004
Acartiella,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,37,43394,66338,11,3,150,220,10.29679802,21.36586536,ACARTELA,2004
barnacle nauplii,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,11,43394,66338,18,3,150,360,10.29679802,34.96232513,BARNNAUP,2004
calanoid copepodid,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,40,43394,66338,34,3,150,680,10.29679802,66.03994746,CALJUV,2004
copepod nauplii,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,12,43394,66338,13,3,150,260,10.29679802,25.25056815,COPNAUP,2004
cyclopoid copepodid,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,20,43394,66338,6,3,150,120,10.29679802,11.65410838,CYCJUV,2004
Diaphanosoma,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,63,43394,66338,2,3,150,40,10.29679802,3.884702792,DIAPHAN,2004
Harpacticoids,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,59,43394,66338,1,3,150,20,10.29679802,1.942351396,HARPACT,2004
Limnoithona spp.,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,24,43394,66338,13,3,150,260,10.29679802,25.25056815,LIMNOSPP,2004
Other cyclopoid,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,29,43394,66338,1,3,150,20,10.29679802,1.942351396,OTHCYCAD,2004
Pseudodiaptomus copepodid,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,42,43394,66338,19,3,150,380,10.29679802,36.90467652,PDIAPJUV,2004
Pseudodiaptomus spp.,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,33,43394,66338,29,3,150,580,10.29679802,56.32819048,OTHCALAD,2004
Sinocalanus,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,35,43394,66338,2,3,150,40,10.29679802,3.884702792,SINOCAL,2004
Tortanus,508 2004-06-12,477,6/12/2004,6,NA,508,19.5,5560,5990,28,NA,NA,508,60,38,43394,66338,1,3,150,20,10.29679802,1.942351396,TORTANUS,2004
Acartiella,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,37,548168,562280,2,1,144,40,6.333177022,6.315945356,ACARTELA,2004
barnacle nauplii,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,11,548168,562280,38,1,144,760,6.333177022,120.0029618,BARNNAUP,2004
calanoid copepodid,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,40,548168,562280,58,1,144,1160,6.333177022,183.1624153,CALJUV,2004
copepod nauplii,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,12,548168,562280,19,1,144,380,6.333177022,60.00148088,COPNAUP,2004
cyclopoid copepodid,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,20,548168,562280,1,1,144,20,6.333177022,3.157972678,CYCJUV,2004
Oithona davisae,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,23,548168,562280,1,1,144,20,6.333177022,3.157972678,OITHDAV,2004
Pseudodiaptomus copepodid,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,42,548168,562280,1,1,144,20,6.333177022,3.157972678,PDIAPJUV,2004
Pseudodiaptomus spp.,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,33,548168,562280,7,1,144,140,6.333177022,22.10580874,OTHCALAD,2004
Tortanus,508 2004-06-23,480,6/23/2004,7,NA,508,19.9,9570,13550,40,NA,NA,508,20,38,548168,562280,17,1,144,340,6.333177022,53.68553552,TORTANUS,2004
Acartiella,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,37,68483,87352,107,2,351,2140,8.468021346,252.7154707,ACARTELA,2004
barnacle nauplii,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,11,68483,87352,69,2,351,1380,8.468021346,162.9660512,BARNNAUP,2004
calanoid copepodid,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,40,68483,87352,128,2,351,2560,8.468021346,302.3138341,CALJUV,2004
copepod nauplii,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,12,68483,87352,9,2,351,180,8.468021346,21.25644146,COPNAUP,2004
crab zoea,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,74,68483,87352,2,2,351,40,8.468021346,4.723653657,CRABZOEA,2004
cyclopoid copepodid,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,20,68483,87352,2,2,351,40,8.468021346,4.723653657,CYCJUV,2004
Limnoithona spp.,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,24,68483,87352,1,2,351,20,8.468021346,2.361826829,LIMNOSPP,2004
Pseudodiaptomus copepodid,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,42,68483,87352,7,2,351,140,8.468021346,16.5327878,PDIAPJUV,2004
Pseudodiaptomus spp.,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,33,68483,87352,14,2,351,280,8.468021346,33.0655756,OTHCALAD,2004
Tortanus,508 2004-07-08,485,7/8/2004,8,NA,508,20.5,7500,NA,38,NA,No Bottom EC;no VanDoran. Boat shifting forward; keeping motor in gear.  CB sample taken on 2nd tow.,508,40,38,68483,87352,12,2,351,240,8.468021346,28.34192194,TORTANUS,2004
Acanthocyclops,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,21,894220,915419,6,1,254,60,9.5136777,6.306709339,AVERNAL,2005
Acartia spp.,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,31,894220,915419,1,1,254,10,9.5136777,1.051118223,ACARTIA,2005
Acartiella,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,37,894220,915419,2,1,254,20,9.5136777,2.102236446,ACARTELA,2005
barnacle nauplii,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,11,894220,915419,2,1,254,20,9.5136777,2.102236446,BARNNAUP,2005
Bosmina,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,61,894220,915419,15,1,254,150,9.5136777,15.76677335,BOSMINA,2005
calanoid copepodid,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,40,894220,915419,34,1,254,340,9.5136777,35.73801959,CALJUV,2005
Ceriodaphnia,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,64,894220,915419,2,1,254,20,9.5136777,2.102236446,OTHCLADO,2005
copepod nauplii,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,12,894220,915419,3,1,254,30,9.5136777,3.15335467,COPNAUP,2005
cyclopoid copepodid,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,20,894220,915419,32,1,254,320,9.5136777,33.63578314,CYCJUV,2005
Daphnia,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,62,894220,915419,5,1,254,50,9.5136777,5.255591116,DAPHNIA,2005
Diaptomus spp.,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,32,894220,915419,2,1,254,20,9.5136777,2.102236446,DIAPTOM,2005
Eurytemora copepodid,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,41,894220,915419,102,1,254,1020,9.5136777,107.2140588,EURYJUV,2005
Eurytemora spp.,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,34,894220,915419,29,1,254,290,9.5136777,30.48242847,EURYTEM,2005
Harpacticoids,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,59,894220,915419,1,1,254,10,9.5136777,1.051118223,HARPACT,2005
Limnoithona spp.,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,24,894220,915419,4,1,254,40,9.5136777,4.204472893,LIMNOSPP,2005
Osphranticum,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,36,894220,915419,1,1,254,10,9.5136777,1.051118223,OTHCALAD,2005
Other cyclopoid,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,29,894220,915419,2,1,254,20,9.5136777,2.102236446,OTHCYCAD,2005
Pseudodiaptomus copepodid,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,42,894220,915419,1,1,254,10,9.5136777,1.051118223,PDIAPJUV,2005
Sinocalanus,508 2005-03-19,493,3/19/2005,1,NA,508,15.4,1686,6040,60,NA,NA,508,10,35,894220,915419,10,1,254,100,9.5136777,10.51118223,SINOCAL,2005
Acanthocyclops,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,21,511176,528960,1,4,248,17.5,7.981095533,2.192681434,AVERNAL,2005
Annelid worms,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,1,511176,528960,6,4,248,105,7.981095533,13.15608861,ANNELID,2005
Bosmina,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,61,511176,528960,67,4,248,1172.5,7.981095533,146.9096561,BOSMINA,2005
calanoid copepodid,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,40,511176,528960,15,4,248,262.5,7.981095533,32.89022151,CALJUV,2005
Ceriodaphnia,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,64,511176,528960,5,4,248,87.5,7.981095533,10.96340717,OTHCLADO,2005
Chironomid larvae,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,3,511176,528960,1,4,248,17.5,7.981095533,2.192681434,INSECT,2005
cyclopoid copepodid,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,20,511176,528960,54,4,248,945,7.981095533,118.4047974,CYCJUV,2005
Daphnia,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,62,511176,528960,31,4,248,542.5,7.981095533,67.97312446,DAPHNIA,2005
Diaptomus spp.,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,32,511176,528960,3,4,248,52.5,7.981095533,6.578044303,DIAPTOM,2005
Eurytemora copepodid,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,41,511176,528960,10,4,248,175,7.981095533,21.92681434,EURYJUV,2005
Eurytemora spp.,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,34,511176,528960,2,4,248,35,7.981095533,4.385362868,EURYTEM,2005
Ostracods,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,10,511176,528960,1,4,248,17.5,7.981095533,2.192681434,OSTRAC,2005
Other cladocera,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,69,511176,528960,11,4,248,192.5,7.981095533,24.11949578,OTHCLADO,2005
Other cyclopoid,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,29,511176,528960,25,4,248,437.5,7.981095533,54.81703585,OTHCYCAD,2005
Other rotifer,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,2,511176,528960,2,4,248,35,7.981095533,4.385362868,OTHROT,2005
Pseudodiaptomus spp.,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,33,511176,528960,2,4,248,35,7.981095533,4.385362868,OTHCALAD,2005
Sinocalanus,508 2005-03-30,496,3/30/2005,2,NA,508,13.4,194,197,25,NA,NA,508,70,35,511176,528960,12,4,248,210,7.981095533,26.31217721,SINOCAL,2005
Acanthocyclops,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,21,236393,254307,14,3,117,233.3333333,8.039436875,29.0235917,AVERNAL,2005
Bosmina,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,61,236393,254307,11,3,117,183.3333333,8.039436875,22.80425062,BOSMINA,2005
calanoid copepodid,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,40,236393,254307,4,3,117,66.66666667,8.039436875,8.292454771,CALJUV,2005
Ceriodaphnia,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,64,236393,254307,3,3,117,50,8.039436875,6.219341078,OTHCLADO,2005
copepod nauplii,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,12,236393,254307,8,3,117,133.3333333,8.039436875,16.58490954,COPNAUP,2005
cyclopoid copepodid,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,20,236393,254307,23,3,117,383.3333333,8.039436875,47.68161493,CYCJUV,2005
Daphnia,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,62,236393,254307,1,3,117,16.66666667,8.039436875,2.073113693,DAPHNIA,2005
Eurytemora copepodid,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,41,236393,254307,14,3,117,233.3333333,8.039436875,29.0235917,EURYJUV,2005
Eurytemora spp.,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,34,236393,254307,9,3,117,150,8.039436875,18.65802323,EURYTEM,2005
Ostracods,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,10,236393,254307,1,3,117,16.66666667,8.039436875,2.073113693,OSTRAC,2005
Other cladocera,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,69,236393,254307,3,3,117,50,8.039436875,6.219341078,OTHCLADO,2005
Other cyclopoid,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,29,236393,254307,3,3,117,50,8.039436875,6.219341078,OTHCYCAD,2005
Other rotifer,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,2,236393,254307,5,3,117,83.33333333,8.039436875,10.36556846,OTHROT,2005
Pseudodiaptomus copepodid,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,42,236393,254307,10,3,117,166.6666667,8.039436875,20.73113693,PDIAPJUV,2005
Pseudodiaptomus spp.,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,33,236393,254307,1,3,117,16.66666667,8.039436875,2.073113693,OTHCALAD,2005
Sinocalanus,508 2005-04-13,501,4/13/2005,3,NA,508,14.7,257,261,40,NA,NA,508,50,35,236393,254307,7,3,117,116.6666667,8.039436875,14.51179585,SINOCAL,2005
Acartiella,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,37,262663,283634,6,2,485,120,9.411355962,12.75055374,ACARTELA,2005
Bosmina,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,61,262663,283634,27,2,485,540,9.411355962,57.37749185,BOSMINA,2005
calanoid copepodid,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,40,262663,283634,135,2,485,2700,9.411355962,286.8874592,CALJUV,2005
copepod nauplii,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,12,262663,283634,73,2,485,1460,9.411355962,155.1317372,COPNAUP,2005
cyclopoid copepodid,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,20,262663,283634,14,2,485,280,9.411355962,29.75129207,CYCJUV,2005
Diaptomus spp.,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,32,262663,283634,1,2,485,20,9.411355962,2.125092291,DIAPTOM,2005
Eurytemora copepodid,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,41,262663,283634,157,2,485,3140,9.411355962,333.6394896,EURYJUV,2005
Eurytemora spp.,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,34,262663,283634,24,2,485,480,9.411355962,51.00221498,EURYTEM,2005
Harpacticoids,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,59,262663,283634,2,2,485,40,9.411355962,4.250184581,HARPACT,2005
Limnoithona spp.,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,24,262663,283634,5,2,485,100,9.411355962,10.62546145,LIMNOSPP,2005
Other cladocera,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,69,262663,283634,4,2,485,80,9.411355962,8.500369163,OTHCLADO,2005
Other cyclopoid,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,29,262663,283634,3,2,485,60,9.411355962,6.375276872,OTHCYCAD,2005
Pseudodiaptomus copepodid,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,42,262663,283634,22,2,485,440,9.411355962,46.7520304,PDIAPJUV,2005
Pseudodiaptomus spp.,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,33,262663,283634,2,2,485,40,9.411355962,4.250184581,OTHCALAD,2005
Sinocalanus,508 2005-04-27,507,4/27/2005,4,NA,508,16.6,566,665,55,NA,NA,508,40,35,262663,283634,10,2,485,200,9.411355962,21.25092291,SINOCAL,2005
Acanthocyclops,508 2005-05-11,512,5/11/2005,5,NA,508,18,161,200,50,NA,Hand held thermometer.,508,60,21,868926,887592,1,3,512,20,8.376919097,2.387512613,AVERNAL,2005
Bosmina,508 2005-05-11,512,5/11/2005,5,NA,508,18,161,200,50,NA,Hand held thermometer.,508,60,61,868926,887592,38,3,512,760,8.376919097,90.72547928,BOSMINA,2005
calanoid copepodid,508 2005-05-11,512,5/11/2005,5,NA,508,18,161,200,50,NA,Hand held thermometer.,508,60,40,868926,887592,39,3,512,780,8.376919097,93.1129919,CALJUV,2005
Ceriodaphnia,508 2005-05-11,512,5/11/2005,5,NA,508,18,161,200,50,NA,Hand held thermometer.,508,60,64,868926,887592,3,3,512,60,8.376919097,7.162537838,OTHCLADO,2005
copepod nauplii,508 2005-05-11,512,5/11/2005,5,NA,508,18,161,200,50,NA,Hand held thermometer.,508,60,12,868926,887592,65,3,512,1300,8.376919097,155.1883198,COPNAUP,2005
